id;route_code;distance_km;created_at;updated_at;is_deleted;deleted_at;deleted_by;origin_id;destination_id
1187;CHLINHHIDN_ANDNGHIPHN;;2025-10-07 18:47:44;;false;;\N;1513;1519
1188;BNXEBNHCHU_XUYNMC;;2025-10-07 18:47:44;;false;;\N;1510;1613
1189;KIMTHNHHID_HNI;;2025-10-07 18:47:44;;false;;\N;1513;1524
1190;PHANRBNHTH_TRNGBNGTYN;;2025-10-07 18:47:44;;false;;\N;1511;1588
1191;THANHMINHI_HGIANGHGIA;;2025-10-07 18:47:44;;false;;\N;1513;1528
1192;PHANTHITBN_PHLHNAM;;2025-10-07 18:47:44;;false;;\N;1511;1591
1193;BNXEBNTRE_PHANTHIT;;2025-10-07 18:47:44;;false;;\N;1512;1561
1194;GIALCHIDNG_HTNHHTNH;;2025-10-07 18:47:44;;false;;\N;1513;1530
1195;QUYNHNBNHN_VNGTUBRAVN;;2025-10-07 18:47:44;;false;;\N;1514;1500
1196;ANNHNBNHNH_PLEIKUGIAL;;2025-10-07 18:47:44;;false;;\N;1514;1501
1197;CHLINHHIDN_HNGYNHNGYN;;2025-10-07 18:47:44;;false;;\N;1513;1532
1198;BNXEBNTRE_PHCLONG;;2025-10-07 18:47:44;;false;;\N;1512;1564
1199;TUYPHCBNHN_CIRNGCNTH;;2025-10-07 18:47:44;;false;;\N;1514;1502
1200;TUYPHCBNHN_THUNANBNHD;;2025-10-07 18:47:44;;false;;\N;1514;1503
1201;PHANTHITBN_BCGIANGBCG;;2025-10-07 18:47:44;;false;;\N;1511;1596
1202;GIALCHIDNG_SNTRNNG;;2025-10-07 18:47:44;;false;;\N;1513;1534
1203;BNXEBNGSN_SIGN;;2025-10-07 18:47:44;;false;;\N;1514;1504
1204;HOINHNBNHN_CHUTHNHBNT;;2025-10-07 18:47:44;;false;;\N;1514;1505
1205;QUYNHNBNHN_QUNGTRCHQU;;2025-10-07 18:47:44;;false;;\N;1514;1506
1206;THANHMINHI_THANHHATHA;;2025-10-07 18:47:44;;false;;\N;1513;1537
1207;QUYNHNBNHN_THNGNHTNGN;;2025-10-07 18:47:44;;false;;\N;1514;1507
1208;PHANRBNHTH_GIRAIBCLIU;;2025-10-07 18:47:44;;false;;\N;1511;1600
1209;ANNHNBNHNH_BUNMATHUTK;;2025-10-07 18:47:44;;false;;\N;1514;1508
1210;THANHMINHI_KONTUMKONT;;2025-10-07 18:47:44;;false;;\N;1513;1539
1211;CHLINHHIDN_LAICHULAIC;;2025-10-07 18:47:44;;false;;\N;1513;1541
1212;QUYNHNBNHN_PHANTHITBN;;2025-10-07 18:47:44;;false;;\N;1514;1511
1213;HOINHNBNHN_HOINHNBNHN;;2025-10-07 18:47:44;;false;;\N;1514;1514
1214;QUYNHNBNHN_QUNGNGIQUN;;2025-10-07 18:47:44;;false;;\N;1514;1515
1215;CHLINHHIDN_BNHXUYNVNH;;2025-10-07 18:47:44;;false;;\N;1513;1546
1216;QUYNHNBNHN_THIBNHTHIB;;2025-10-07 18:47:44;;false;;\N;1514;1516
1217;BNXEBNTRI_SIGN;;2025-10-07 18:47:44;;false;;\N;1513;1549
1218;BNXEBNTRI_SIGN;;2025-10-07 18:47:44;;false;;\N;1513;1550
1219;BNXEBNTRI_SNLA;;2025-10-07 18:47:44;;false;;\N;1513;1554
1220;QUYNHNBNHN_HNI;;2025-10-07 18:47:44;;false;;\N;1514;1524
1221;BNXEBNTRE_TNPH;;2025-10-07 18:47:44;;false;;\N;1512;1587
1222;ANNHNBNHNH_GIANGHAKNN;;2025-10-07 18:47:44;;false;;\N;1514;1525
1223;GIALCHIDNG_QUNHLUNGHA;;2025-10-07 18:47:44;;false;;\N;1513;1556
1224;BNXEBNTRE_TYNINH;;2025-10-07 18:47:44;;false;;\N;1512;1588
1225;QUYNHNBNHN_NAMNHNAMNH;;2025-10-07 18:47:44;;false;;\N;1514;1526
1226;BNXEBNTRI_SIGN;;2025-10-07 18:47:44;;false;;\N;1513;1558
1227;QUYNHNBNHN_THXCAILYTI;;2025-10-07 18:47:44;;false;;\N;1514;1527
1228;QUYNHNBNHN_RCHGIKINGI;;2025-10-07 18:47:44;;false;;\N;1514;1529
1229;QUYNHNBNHN_HTNHHTNH;;2025-10-07 18:47:44;;false;;\N;1514;1530
1230;QUNGNGIQUN_VNGTUBRAVN;;2025-10-07 18:47:44;;false;;\N;1515;1500
1231;CHLINHHIDN_PHTHPHTH;;2025-10-07 18:47:44;;false;;\N;1513;1562
1232;QUNGNGIQUN_PLEIKUGIAL;;2025-10-07 18:47:44;;false;;\N;1515;1501
1233;BNXEBNTRE_THDUMT;;2025-10-07 18:47:44;;false;;\N;1512;1595
1234;BNXECHNNGH_CNTH;;2025-10-07 18:47:44;;false;;\N;1515;1502
1235;QUYNHNBNHN_LTLMNG;;2025-10-07 18:47:44;;false;;\N;1514;1533
1236;QUYNHNBNHN_LINCHIUNNG;;2025-10-07 18:47:44;;false;;\N;1514;1534
1237;BNHSNQUNGN_BNCTBNHDNG;;2025-10-07 18:47:44;;false;;\N;1515;1503
1238;CHLINHHIDN_BOYNLOCAI;;2025-10-07 18:47:44;;false;;\N;1513;1565
1239;BNXECHNNGH_SIGN;;2025-10-07 18:47:44;;false;;\N;1515;1504
1240;BNHSNQUNGN_CHUTHNHBNT;;2025-10-07 18:47:44;;false;;\N;1515;1505
1241;QUYNHNBNHN_NINHBNHNIN;;2025-10-07 18:47:44;;false;;\N;1514;1536
1242;QUNGNGIQUN_QUNGTRCHQU;;2025-10-07 18:47:44;;false;;\N;1515;1506
1243;QUYNHNBNHN_THANHHATHA;;2025-10-07 18:47:44;;false;;\N;1514;1537
1244;QUNGNGIQUN_THNGNHTNGN;;2025-10-07 18:47:44;;false;;\N;1515;1507
1245;QUNGNGIQUN_BUNMATHUTK;;2025-10-07 18:47:44;;false;;\N;1515;1508
1246;QUYNHNBNHN_KONTUMKONT;;2025-10-07 18:47:44;;false;;\N;1514;1539
1247;QUNGNGIQUN_PHANTHITBN;;2025-10-07 18:47:44;;false;;\N;1515;1511
1248;QUNGNGIQUN_QUYNHNBNHN;;2025-10-07 18:47:44;;false;;\N;1515;1514
1249;QUYNHNBNHN_CAOLCLNGSN;;2025-10-07 18:47:44;;false;;\N;1514;1545
1250;TUYPHCBNHN_BNHLONGBNH;;2025-10-07 18:47:44;;false;;\N;1514;1547
1251;CPHQUNGNGI_THIBNHTHIB;;2025-10-07 18:47:44;;false;;\N;1515;1516
1252;CHLINHHIDN_PHYNTHINGU;;2025-10-07 18:47:44;;false;;\N;1513;1578
1253;BNXEBNGSN_SIGN;;2025-10-07 18:47:44;;false;;\N;1514;1549
1254;BNXEBNGSN_SIGN;;2025-10-07 18:47:44;;false;;\N;1514;1550
1255;QUNGNGIQUN_TRVINHTRVI;;2025-10-07 18:47:44;;false;;\N;1515;1521
1256;BNXECHNNGH_HNI;;2025-10-07 18:47:44;;false;;\N;1515;1524
1257;QUNGNGIQUN_GIANGHAKNN;;2025-10-07 18:47:44;;false;;\N;1515;1525
1258;QUYNHNBNHN_VINHNGHAN;;2025-10-07 18:47:44;;false;;\N;1514;1556
1259;CPHQUNGNGI_NAMNHNAMNH;;2025-10-07 18:47:44;;false;;\N;1515;1526
1260;BNXEBNGSN_SIGN;;2025-10-07 18:47:44;;false;;\N;1514;1558
1261;QUNGNGIQUN_THXCAILYTI;;2025-10-07 18:47:44;;false;;\N;1515;1527
1262;QUNGNGIQUN_RCHGIKINGI;;2025-10-07 18:47:44;;false;;\N;1515;1529
1263;CPHQUNGNGI_HTNHHTNH;;2025-10-07 18:47:44;;false;;\N;1515;1530
1264;CHLINHHIDN_YNBIYNBI;;2025-10-07 18:47:44;;false;;\N;1513;1593
1265;THIBNHTHIB_VNGTUBRAVN;;2025-10-07 18:47:44;;false;;\N;1516;1500
1266;QUNGNGIQUN_LTLMNG;;2025-10-07 18:47:44;;false;;\N;1515;1533
1267;QUNGNGIQUN_CMLNNG;;2025-10-07 18:47:44;;false;;\N;1515;1534
1268;THIBNHTHIB_SIGN;;2025-10-07 18:47:44;;false;;\N;1516;1504
1269;CPHQUNGNGI_NINHBNHNIN;;2025-10-07 18:47:44;;false;;\N;1515;1536
1270;CPHQUNGNGI_THANHHATHA;;2025-10-07 18:47:44;;false;;\N;1515;1537
1271;THIBNHTHIB_NGHIQUNGBN;;2025-10-07 18:47:44;;false;;\N;1516;1506
1272;THIBNHTHIB_CMPHQUNGNI;;2025-10-07 18:47:44;;false;;\N;1516;1509
1273;THIBNHTHIB_PHANTHITBN;;2025-10-07 18:47:44;;false;;\N;1516;1511
1274;CPHQUNGNGI_CAOLCLNGSN;;2025-10-07 18:47:44;;false;;\N;1515;1545
1275;THIBNHTHIB_QUYNHNBNHN;;2025-10-07 18:47:44;;false;;\N;1516;1514
1276;THIBNHTHIB_CPHQUNGNGI;;2025-10-07 18:47:44;;false;;\N;1516;1515
1277;QUNGNGIQUN_NGXOIBNHPH;;2025-10-07 18:47:44;;false;;\N;1515;1547
1278;BNXECHNNGH_SIGN;;2025-10-07 18:47:44;;false;;\N;1515;1549
1279;BNXECHNNGH_SIGN;;2025-10-07 18:47:44;;false;;\N;1515;1550
1280;THIBNHTHIB_LCHNHIPHNG;;2025-10-07 18:47:44;;false;;\N;1516;1519
1281;BNXECHLC_HNI;;2025-10-07 18:47:44;;false;;\N;1516;1524
1282;CPHQUNGNGI_VINHNGHAN;;2025-10-07 18:47:44;;false;;\N;1515;1556
1283;THIBNHTHIB_NAMNHNAMNH;;2025-10-07 18:47:44;;false;;\N;1516;1526
1284;HOINHNBNHN_TYNINHTYNI;;2025-10-07 18:47:44;;false;;\N;1514;1588
